,y
183162,safe
228545,very_close
175848,safe
209328,very_close
150728,safe
113360,safe
282562,very_close
232122,very_close
114599,safe
120675,safe
256957,very_close
252748,very_close
112466,safe
49618,close
164858,safe
239284,very_close
9848,close
69990,close
64902,close
85254,close
14252,close
231994,very_close
271599,very_close
277918,very_close
299794,very_close
96641,close
97478,close
285107,very_close
208635,very_close
129772,safe
162942,safe
73329,close
176770,safe
99524,close
121312,safe
381,close
202072,very_close
251662,very_close
186389,safe
54581,close
253715,very_close
280304,very_close
134026,safe
278338,very_close
205541,very_close
161446,safe
170504,safe
151341,safe
109690,safe
165174,safe
223670,very_close
167487,safe
41985,close
295448,very_close
287983,very_close
135760,safe
51403,close
36262,close
273151,very_close
164394,safe
70651,close
267589,very_close
79985,close
43140,close
100403,safe
281715,very_close
93701,close
93713,close
196150,safe
189938,safe
9116,close
254397,very_close
255451,very_close
280414,very_close
296395,very_close
181473,safe
11449,close
103204,safe
206780,very_close
164243,safe
77855,close
215735,very_close
34284,close
27981,close
74269,close
187733,safe
234093,very_close
166755,safe
51427,close
88488,close
16311,close
223377,very_close
258868,very_close
32742,close
97229,close
65151,close
164100,safe
173943,safe
211471,very_close
59942,close
106686,safe
106267,safe
69056,close
132118,safe
231905,very_close
1804,close
164482,safe
249416,very_close
279722,very_close
150746,safe
270341,very_close
13712,close
83850,close
229717,very_close
287520,very_close
248835,very_close
205208,very_close
201103,very_close
273856,very_close
157066,safe
133400,safe
203975,very_close
82292,close
253453,very_close
273746,very_close
101385,safe
295910,very_close
30672,close
99885,close
61277,close
80311,close
220394,very_close
124481,safe
285746,very_close
270245,very_close
151467,safe
141881,safe
159486,safe
74378,close
98486,close
63443,close
215252,very_close
116013,safe
259861,very_close
120631,safe
236920,very_close
134153,safe
90464,close
80243,close
30731,close
6127,close
96875,close
167267,safe
228504,very_close
138393,safe
106845,safe
218369,very_close
196046,safe
168823,safe
6006,close
61624,close
288815,very_close
41484,close
289367,very_close
241900,very_close
140373,safe
198781,safe
165794,safe
236882,very_close
95115,close
200012,very_close
208170,very_close
172559,safe
244988,very_close
153338,safe
24663,close
160679,safe
160694,safe
239189,very_close
151576,safe
41891,close
166270,safe
81254,close
39475,close
222459,very_close
187174,safe
114880,safe
265835,very_close
192430,safe
55945,close
96162,close
121068,safe
100047,safe
261188,very_close
277048,very_close
13567,close
186502,safe
6873,close
51359,close
239073,very_close
100225,safe
200351,very_close
228360,very_close
52283,close
41500,close
253070,very_close
35390,close
55143,close
108879,safe
125962,safe
111551,safe
245312,very_close
145366,safe
88486,close
152052,safe
121294,safe
230190,very_close
148816,safe
89308,close
93860,close
286093,very_close
165834,safe
3983,close
47154,close
67371,close
130170,safe
204157,very_close
93957,close
79020,close
279820,very_close
117066,safe
109098,safe
87169,close
249570,very_close
171534,safe
277242,very_close
203060,very_close
184743,safe
232052,very_close
171739,safe
48734,close
51983,close
229027,very_close
9237,close
28264,close
41691,close
141284,safe
282876,very_close
112314,safe
267983,very_close
136311,safe
255608,very_close
53799,close
45770,close
41187,close
286923,very_close
209936,very_close
141331,safe
27116,close
253006,very_close
53495,close
99405,close
50219,close
18716,close
271348,very_close
275976,very_close
131382,safe
109227,safe
208288,very_close
60202,close
209600,very_close
105082,safe
21929,close
189590,safe
239614,very_close
106597,safe
169948,safe
269119,very_close
243686,very_close
159286,safe
252000,very_close
255297,very_close
265530,very_close
347,close
98650,close
6592,close
259799,very_close
111327,safe
161684,safe
139921,safe
79374,close
13658,close
92490,close
37721,close
289108,very_close
293719,very_close
190007,safe
199157,safe
43535,close
268096,very_close
214856,very_close
101848,safe
193747,safe
42735,close
169941,safe
2819,close
238222,very_close
218838,very_close
274169,very_close
157188,safe
144426,safe
72659,close
72268,close
215209,very_close
266764,very_close
37540,close
10696,close
187877,safe
156754,safe
88519,close
59824,close
294790,very_close
39073,close
155014,safe
101768,safe
175145,safe
254562,very_close
278069,very_close
9556,close
280131,very_close
108192,safe
186096,safe
151524,safe
245450,very_close
190051,safe
97383,close
140239,safe
27214,close
206851,very_close
191475,safe
285601,very_close
109180,safe
156927,safe
28397,close
63680,close
88926,close
20728,close
247320,very_close
58011,close
44618,close
251263,very_close
92407,close
150330,safe
58468,close
91500,close
210927,very_close
72671,close
102579,safe
239108,very_close
44603,close
94608,close
201873,very_close
172273,safe
210517,very_close
116686,safe
13809,close
127965,safe
253163,very_close
8510,close
70059,close
11409,close
235080,very_close
180549,safe
229799,very_close
160325,safe
44382,close
100183,safe
79896,close
136894,safe
278908,very_close
154704,safe
285129,very_close
203305,very_close
231633,very_close
92534,close
120656,safe
274051,very_close
95610,close
135536,safe
237552,very_close
233777,very_close
97534,close
109032,safe
28622,close
237912,very_close
224080,very_close
225217,very_close
298334,very_close
233540,very_close
247445,very_close
83471,close
11562,close
218843,very_close
158012,safe
172256,safe
257163,very_close
56262,close
58287,close
10059,close
157294,safe
77103,close
262236,very_close
61668,close
141443,safe
99022,close
123772,safe
69965,close
65366,close
73956,close
75662,close
116626,safe
141088,safe
200437,very_close
228689,very_close
153525,safe
250748,very_close
178448,safe
177747,safe
93174,close
28980,close
121354,safe
152476,safe
178284,safe
224336,very_close
48655,close
275188,very_close
271540,very_close
148054,safe
194969,safe
242687,very_close
45377,close
131444,safe
257330,very_close
69402,close
186940,safe
176405,safe
214034,very_close
82162,close
4445,close
137909,safe
35504,close
290129,very_close
54988,close
261625,very_close
178626,safe
96926,close
183606,safe
72162,close
151396,safe
263784,very_close
111053,safe
169257,safe
293912,very_close
281837,very_close
23200,close
161660,safe
44453,close
247512,very_close
110356,safe
230461,very_close
99232,close
100049,safe
249713,very_close
261412,very_close
201317,very_close
94810,close
82572,close
14850,close
38310,close
226968,very_close
237667,very_close
95347,close
299448,very_close
298485,very_close
54741,close
179909,safe
25452,close
226202,very_close
33597,close
19225,close
117352,safe
227922,very_close
285975,very_close
170769,safe
265475,very_close
289442,very_close
215137,very_close
205029,very_close
21763,close
88091,close
156512,safe
233116,very_close
296639,very_close
132452,safe
283190,very_close
230106,very_close
70760,close
72096,close
170390,safe
138899,safe
188819,safe
183418,safe
269563,very_close
113309,safe
34014,close
265572,very_close
97776,close
57297,close
103643,safe
176572,safe
286725,very_close
34097,close
233548,very_close
223452,very_close
239649,very_close
115653,safe
74579,close
139906,safe
241636,very_close
22827,close
14622,close
258248,very_close
222224,very_close
215358,very_close
230258,very_close
241556,very_close
220113,very_close
123916,safe
64128,close
218681,very_close
287136,very_close
56405,close
222519,very_close
142357,safe
162281,safe
62138,close
53453,close
191695,safe
204065,very_close
131256,safe
233002,very_close
255574,very_close
83775,close
166277,safe
222895,very_close
143928,safe
53135,close
165394,safe
161494,safe
50483,close
176616,safe
67831,close
246665,very_close
97514,close
77526,close
112107,safe
81167,close
252886,very_close
212896,very_close
121169,safe
45572,close
247185,very_close
11054,close
269924,very_close
212323,very_close
107653,safe
146094,safe
206396,very_close
132178,safe
240675,very_close
264170,very_close
258027,very_close
165767,safe
430,close
296941,very_close
30547,close
187182,safe
179779,safe
88166,close
296397,very_close
240616,very_close
106912,safe
25325,close
234102,very_close
219697,very_close
132419,safe
13509,close
142779,safe
255416,very_close
40358,close
160024,safe
109153,safe
60470,close
124928,safe
47793,close
10897,close
76843,close
189851,safe
230840,very_close
128007,safe
180960,safe
145339,safe
233806,very_close
190756,safe
64389,close
61623,close
195419,safe
201560,very_close
280938,very_close
257575,very_close
67177,close
201404,very_close
108634,safe
108598,safe
171998,safe
245097,very_close
240710,very_close
126305,safe
212175,very_close
69009,close
142349,safe
56124,close
257681,very_close
252843,very_close
299683,very_close
297191,very_close
70684,close
121865,safe
48034,close
165312,safe
62285,close
51365,close
268601,very_close
13818,close
212303,very_close
89190,close
245827,very_close
133700,safe
226932,very_close
232930,very_close
25295,close
93933,close
294243,very_close
26395,close
41886,close
93227,close
39864,close
139137,safe
162841,safe
53405,close
2362,close
189166,safe
289240,very_close
59448,close
126837,safe
64359,close
111346,safe
70295,close
35002,close
208708,very_close
149208,safe
295692,very_close
124007,safe
45526,close
170288,safe
61002,close
94240,close
151006,safe
283940,very_close
192527,safe
73031,close
27736,close
236299,very_close
167270,safe
154234,safe
84681,close
255275,very_close
267176,very_close
181467,safe
244340,very_close
103595,safe
94486,close
113005,safe
6995,close
126077,safe
246494,very_close
138426,safe
11102,close
156597,safe
292750,very_close
205023,very_close
207961,very_close
31773,close
189144,safe
215660,very_close
294291,very_close
178141,safe
33148,close
24106,close
50364,close
282158,very_close
43457,close
292325,very_close
49096,close
127505,safe
209030,very_close
126985,safe
114624,safe
95266,close
221920,very_close
228232,very_close
60290,close
215923,very_close
14182,close
190675,safe
67103,close
62748,close
117923,safe
258720,very_close
168493,safe
150973,safe
256405,very_close
243404,very_close
131138,safe
24223,close
139504,safe
216716,very_close
42404,close
239378,very_close
281896,very_close
17848,close
105969,safe
124615,safe
162726,safe
77441,close
142596,safe
52061,close
75943,close
202306,very_close
155984,safe
54872,close
50371,close
8708,close
124984,safe
14165,close
76383,close
207062,very_close
278294,very_close
238092,very_close
36309,close
255403,very_close
298113,very_close
200301,very_close
52486,close
145616,safe
166559,safe
215434,very_close
167789,safe
291701,very_close
156801,safe
75245,close
62200,close
250907,very_close
279336,very_close
180201,safe
216892,very_close
80323,close
206156,very_close
94655,close
71810,close
66725,close
141882,safe
213792,very_close
172703,safe
91490,close
161030,safe
211219,very_close
172979,safe
46980,close
62141,close
69313,close
117612,safe
239230,very_close
291496,very_close
120505,safe
21758,close
273848,very_close
14154,close
181559,safe
211021,very_close
177871,safe
110227,safe
137300,safe
184949,safe
200644,very_close
177085,safe
193005,safe
117932,safe
119189,safe
88890,close
107344,safe
290753,very_close
225691,very_close
249159,very_close
274702,very_close
272274,very_close
124107,safe
203981,very_close
236710,very_close
229432,very_close
260773,very_close
57464,close
105776,safe
252194,very_close
65705,close
237316,very_close
43332,close
91806,close
178352,safe
33949,close
67532,close
87998,close
84951,close
97799,close
232862,very_close
173870,safe
36054,close
134668,safe
91167,close
91181,close
71030,close
267318,very_close
71305,close
52750,close
245796,very_close
203528,very_close
241906,very_close
173248,safe
93965,close
87725,close
62828,close
214435,very_close
70884,close
249329,very_close
202277,very_close
51144,close
21710,close
160154,safe
163112,safe
108575,safe
163923,safe
287035,very_close
5231,close
220811,very_close
60111,close
103900,safe
89663,close
219369,very_close
136562,safe
55855,close
45512,close
117672,safe
66305,close
201793,very_close
96793,close
255316,very_close
296888,very_close
230472,very_close
130532,safe
259992,very_close
178826,safe
185318,safe
218439,very_close
32111,close
175970,safe
156029,safe
229989,very_close
168655,safe
290061,very_close
87304,close
113961,safe
37447,close
48851,close
137251,safe
111225,safe
142211,safe
222518,very_close
124966,safe
258861,very_close
151662,safe
251568,very_close
74856,close
282026,very_close
112844,safe
257198,very_close
31319,close
114551,safe
283115,very_close
184173,safe
107433,safe
130584,safe
118782,safe
264755,very_close
50342,close
190324,safe
198864,safe
252979,very_close
87870,close
274558,very_close
26563,close
270494,very_close
14881,close
14459,close
226085,very_close
110,close
218457,very_close
144421,safe
155021,safe
75239,close
127412,safe
263464,very_close
110919,safe
250117,very_close
55510,close
55446,close
271219,very_close
207533,very_close
299230,very_close
97669,close
70828,close
153914,safe
265631,very_close
167127,safe
74347,close
203203,very_close
35979,close
63601,close
272742,very_close
44761,close
74937,close
112867,safe
185346,safe
257715,very_close
191467,safe
289791,very_close
131310,safe
233810,very_close
259962,very_close
129965,safe
221333,very_close
204956,very_close
83153,close
286292,very_close
150091,safe
99091,close
120985,safe
187065,safe
195079,safe
102012,safe
115551,safe
175576,safe
297005,very_close
81708,close
186226,safe
148898,safe
97405,close
82836,close
129789,safe
195001,safe
1763,close
150603,safe
211890,very_close
132174,safe
236858,very_close
27184,close
58184,close
34460,close
281512,very_close
240416,very_close
119911,safe
182674,safe
22919,close
284402,very_close
124229,safe
214180,very_close
65001,close
108056,safe
117755,safe
164616,safe
145223,safe
139584,safe
128706,safe
272245,very_close
216441,very_close
110815,safe
120251,safe
174885,safe
96215,close
186485,safe
137700,safe
278492,very_close
65314,close
295123,very_close
265138,very_close
27688,close
116217,safe
18266,close
118393,safe
51021,close
78290,close
56992,close
111673,safe
49732,close
196619,safe
78514,close
79787,close
233301,very_close
214540,very_close
171882,safe
75679,close
294351,very_close
71570,close
21674,close
116059,safe
256644,very_close
102890,safe
207176,very_close
153391,safe
53529,close
101127,safe
104150,safe
73307,close
107460,safe
228064,very_close
230330,very_close
31284,close
28646,close
129453,safe
27187,close
83078,close
100004,safe
199440,safe
141842,safe
27408,close
25238,close
47023,close
8850,close
244858,very_close
210268,very_close
120230,safe
241592,very_close
133050,safe
74202,close
243155,very_close
15347,close
101002,safe
230994,very_close
202025,very_close
220402,very_close
185076,safe
256116,very_close
271697,very_close
200142,very_close
270025,very_close
62045,close
79612,close
263743,very_close
270381,very_close
160173,safe
234385,very_close
140448,safe
207194,very_close
233959,very_close
107645,safe
31805,close
298870,very_close
274165,very_close
147942,safe
85592,close
150219,safe
214478,very_close
286129,very_close
268606,very_close
140696,safe
81809,close
68656,close
148905,safe
70844,close
128944,safe
217171,very_close
282430,very_close
103559,safe
200948,very_close
180127,safe
98827,close
139160,safe
25877,close
77265,close
192112,safe
145703,safe
69717,close
136490,safe
72339,close
273026,very_close
218405,very_close
105055,safe
282075,very_close
104765,safe
127363,safe
167471,safe
74326,close
253988,very_close
160163,safe
48823,close
96054,close
256564,very_close
275963,very_close
275060,very_close
105882,safe
35238,close
280707,very_close
264800,very_close
5100,close
232117,very_close
8092,close
42947,close
145963,safe
33016,close
146928,safe
94423,close
94858,close
19619,close
210858,very_close
283790,very_close
138173,safe
93146,close
202682,very_close
122377,safe
262074,very_close
235194,very_close
79709,close
184571,safe
179693,safe
143510,safe
9624,close
150676,safe
181214,safe
266854,very_close
287752,very_close
191181,safe
41847,close
268660,very_close
91501,close
166409,safe
32866,close
192080,safe
291207,very_close
130570,safe
166022,safe
126571,safe
257224,very_close
76185,close
206624,very_close
195339,safe
63168,close
192705,safe
197529,safe
262978,very_close
134382,safe
37452,close
282168,very_close
62144,close
44799,close
130547,safe
242222,very_close
146626,safe
145105,safe
82679,close
20181,close
250615,very_close
279910,very_close
276549,very_close
203571,very_close
196062,safe
257107,very_close
120740,safe
115504,safe
37306,close
196087,safe
11237,close
89336,close
185485,safe
86767,close
71316,close
41038,close
45898,close
159834,safe
160245,safe
146228,safe
101662,safe
288859,very_close
206543,very_close
157284,safe
212230,very_close
244516,very_close
37786,close
54388,close
50007,close
210474,very_close
147737,safe
74943,close
70253,close
264452,very_close
291734,very_close
120617,safe
191430,safe
152645,safe
150623,safe
110903,safe
249721,very_close
161352,safe
254546,very_close
46292,close
98342,close
135497,safe
149095,safe
99475,close
281975,very_close
5554,close
183430,safe
19925,close
136364,safe
242635,very_close
148616,safe
45387,close
180008,safe
148129,safe
166840,safe
161974,safe
33309,close
234271,very_close
2729,close
146073,safe
191396,safe
1072,close
276124,very_close
183053,safe
253884,very_close
97510,close
90257,close
77889,close
104984,safe
243050,very_close
93039,close
14966,close
129882,safe
57381,close
237033,very_close
24361,close
83061,close
213530,very_close
123625,safe
151646,safe
73132,close
280359,very_close
167204,safe
96233,close
109680,safe
275271,very_close
159913,safe
140321,safe
262744,very_close
84052,close
11692,close
20377,close
193841,safe
164452,safe
76826,close
25359,close
285778,very_close
210791,very_close
268042,very_close
214662,very_close
125534,safe
150326,safe
259553,very_close
287196,very_close
141670,safe
57051,close
30623,close
272762,very_close
226,close
288266,very_close
59898,close
189258,safe
19994,close
295240,very_close
248317,very_close
297756,very_close
94245,close
136581,safe
272056,very_close
247137,very_close
283809,very_close
239514,very_close
289016,very_close
138639,safe
137642,safe
116063,safe
277760,very_close
145931,safe
71991,close
94697,close
161653,safe
54937,close
83863,close
224331,very_close
14343,close
21222,close
49000,close
85218,close
29233,close
192580,safe
240169,very_close
47790,close
56946,close
27601,close
136157,safe
142099,safe
151825,safe
29866,close
140891,safe
267234,very_close
36482,close
257658,very_close
113536,safe
80750,close
209027,very_close
155682,safe
159185,safe
213260,very_close
246936,very_close
282695,very_close
173300,safe
118210,safe
261536,very_close
275042,very_close
236918,very_close
126696,safe
124198,safe
298703,very_close
153040,safe
287908,very_close
94772,close
51653,close
282505,very_close
237705,very_close
185298,safe
37688,close
220874,very_close
148013,safe
253119,very_close
141845,safe
56944,close
36421,close
282309,very_close
158580,safe
89945,close
135754,safe
91762,close
28377,close
42839,close
31666,close
104485,safe
65352,close
67010,close
143300,safe
15237,close
287719,very_close
205403,very_close
214843,very_close
244368,very_close
202884,very_close
80247,close
155247,safe
197276,safe
30972,close
212015,very_close
192832,safe
180431,safe
207067,very_close
55869,close
110071,safe
145333,safe
39554,close
46259,close
109747,safe
134537,safe
131532,safe
155214,safe
102519,safe
209644,very_close
285338,very_close
176244,safe
254858,very_close
129834,safe
179656,safe
222085,very_close
287158,very_close
167496,safe
229898,very_close
122441,safe
172590,safe
256226,very_close
252219,very_close
90550,close
248289,very_close
87167,close
253509,very_close
20633,close
107475,safe
112930,safe
158769,safe
9750,close
99955,close
46771,close
160684,safe
182114,safe
291561,very_close
51601,close
165929,safe
162252,safe
41782,close
233458,very_close
282719,very_close
55404,close
18634,close
120644,safe
286672,very_close
52565,close
119897,safe
240670,very_close
250714,very_close
137310,safe
196505,safe
196247,safe
1675,close
232351,very_close
213067,very_close
267459,very_close
48084,close
29038,close
176282,safe
263342,very_close
172078,safe
296342,very_close
210692,very_close
52580,close
146913,safe
202700,very_close
252547,very_close
259228,very_close
272650,very_close
164967,safe
270781,very_close
87915,close
116991,safe
268981,very_close
261610,very_close
65787,close
73214,close
183473,safe
36372,close
206532,very_close
286823,very_close
246210,very_close
76304,close
170357,safe
140909,safe
281731,very_close
276590,very_close
10144,close
51982,close
10575,close
184946,safe
150122,safe
255233,very_close
256395,very_close
255681,very_close
44274,close
299030,very_close
278771,very_close
242564,very_close
274546,very_close
258314,very_close
20462,close
8955,close
291907,very_close
259882,very_close
64380,close
18465,close
111381,safe
272938,very_close
39518,close
182349,safe
298856,very_close
299937,very_close
148542,safe
2508,close
26976,close
171337,safe
265960,very_close
28462,close
142194,safe
294974,very_close
70466,close
264217,very_close
127582,safe
118527,safe
198196,safe
173684,safe
100936,safe
11903,close
70314,close
235567,very_close
15650,close
106472,safe
209086,very_close
245390,very_close
84749,close
150754,safe
138212,safe
74416,close
113577,safe
222697,very_close
199285,safe
76654,close
230971,very_close
182667,safe
226347,very_close
104119,safe
174417,safe
193476,safe
253517,very_close
256888,very_close
131305,safe
161055,safe
21987,close
100539,safe
241150,very_close
236559,very_close
12719,close
203519,very_close
116272,safe
223310,very_close
91134,close
25564,close
239828,very_close
199459,safe
249785,very_close
121988,safe
190597,safe
211915,very_close
243119,very_close
36128,close
201175,very_close
30035,close
142746,safe
39153,close
170212,safe
182697,safe
209467,very_close
167157,safe
55224,close
129314,safe
42783,close
195289,safe
248965,very_close
290234,very_close
79087,close
43567,close
177120,safe
90361,close
221253,very_close
146183,safe
5827,close
246598,very_close
34244,close
220437,very_close
278606,very_close
59020,close
199731,safe
12810,close
70419,close
235832,very_close
40571,close
258474,very_close
121158,safe
262268,very_close
55513,close
154300,safe
127862,safe
56653,close
90335,close
21206,close
212327,very_close
62254,close
6147,close
273279,very_close
185679,safe
233417,very_close
21146,close
176361,safe
23879,close
145419,safe
210683,very_close
179263,safe
36577,close
38116,close
199946,safe
11700,close
155107,safe
187447,safe
141502,safe
178446,safe
216972,very_close
240895,very_close
119409,safe
184631,safe
12347,close
278385,very_close
394,close
20458,close
79114,close
241438,very_close
255322,very_close
99397,close
18751,close
29667,close
82964,close
167441,safe
34615,close
255671,very_close
137835,safe
224299,very_close
69727,close
56412,close
30763,close
139002,safe
52121,close
258782,very_close
297200,very_close
194079,safe
222169,very_close
185426,safe
230569,very_close
173772,safe
204180,very_close
84638,close
191001,safe
11228,close
50942,close
180111,safe
260453,very_close
35822,close
262138,very_close
241388,very_close
211082,very_close
260310,very_close
193275,safe
231213,very_close
275185,very_close
276567,very_close
59788,close
128262,safe
36156,close
70200,close
33905,close
87110,close
65177,close
236120,very_close
55742,close
184803,safe
59385,close
138203,safe
235990,very_close
229980,very_close
259289,very_close
210241,very_close
80512,close
215210,very_close
112625,safe
296287,very_close
296822,very_close
243918,very_close
16261,close
258246,very_close
46509,close
293820,very_close
136353,safe
162319,safe
261598,very_close
153295,safe
144483,safe
230876,very_close
175960,safe
282787,very_close
70525,close
162212,safe
177218,safe
123731,safe
236315,very_close
94260,close
67630,close
11557,close
83957,close
230381,very_close
120385,safe
168119,safe
212534,very_close
32707,close
233965,very_close
133871,safe
112870,safe
274189,very_close
152693,safe
195554,safe
116839,safe
270166,very_close
68133,close
253560,very_close
139902,safe
135765,safe
188959,safe
54099,close
44255,close
239751,very_close
29466,close
143813,safe
86599,close
120001,safe
144577,safe
780,close
34213,close
182525,safe
193739,safe
258830,very_close
241063,very_close
246395,very_close
295613,very_close
253980,very_close
277628,very_close
279072,very_close
69954,close
76738,close
272817,very_close
168956,safe
197516,safe
200422,very_close
199211,safe
282998,very_close
153357,safe
163708,safe
268035,very_close
29095,close
287880,very_close
62189,close
20687,close
294312,very_close
160544,safe
299327,very_close
177118,safe
257621,very_close
155997,safe
178725,safe
263834,very_close
252401,very_close
287608,very_close
29316,close
49333,close
256683,very_close
292775,very_close
208235,very_close
298029,very_close
8358,close
45171,close
81355,close
83946,close
8812,close
110349,safe
43073,close
241587,very_close
45644,close
280017,very_close
275834,very_close
216058,very_close
139342,safe
130192,safe
294389,very_close
286709,very_close
224980,very_close
292255,very_close
299918,very_close
256719,very_close
27440,close
66027,close
178752,safe
155120,safe
41974,close
260794,very_close
132299,safe
8423,close
249174,very_close
148674,safe
86687,close
16974,close
77422,close
8241,close
139896,safe
147452,safe
87913,close
223224,very_close
292188,very_close
113592,safe
72121,close
248106,very_close
90812,close
154567,safe
166383,safe
162583,safe
161535,safe
251514,very_close
7554,close
64563,close
237008,very_close
4971,close
171617,safe
116065,safe
94078,close
45413,close
133972,safe
107543,safe
98109,close
6948,close
129519,safe
293584,very_close
226291,very_close
115485,safe
33502,close
284920,very_close
3054,close
80999,close
173696,safe
261100,very_close
200624,very_close
53802,close
159846,safe
15924,close
19811,close
233616,very_close
215269,very_close
103804,safe
227639,very_close
288620,very_close
91264,close
124536,safe
157251,safe
288396,very_close
139404,safe
25908,close
151383,safe
84520,close
47149,close
122746,safe
154640,safe
67068,close
180236,safe
129223,safe
171172,safe
257652,very_close
272727,very_close
298728,very_close
199853,safe
186456,safe
195196,safe
38706,close
215208,very_close
49518,close
44778,close
123614,safe
197755,safe
282732,very_close
92546,close
78496,close
251283,very_close
252723,very_close
278256,very_close
97308,close
256969,very_close
289264,very_close
221591,very_close
267061,very_close
62743,close
208647,very_close
177529,safe
79001,close
49313,close
150391,safe
82604,close
224446,very_close
42349,close
205127,very_close
6271,close
178687,safe
171725,safe
49281,close
159548,safe
204070,very_close
227901,very_close
234092,very_close
69895,close
158465,safe
256542,very_close
91466,close
77324,close
224796,very_close
201505,very_close
83901,close
37221,close
144469,safe
166518,safe
52983,close
285814,very_close
282232,very_close
131045,safe
137470,safe
89179,close
226289,very_close
102955,safe
290760,very_close
222543,very_close
128903,safe
33296,close
6046,close
231191,very_close
290192,very_close
240206,very_close
91791,close
210666,very_close
299851,very_close
256219,very_close
23256,close
266036,very_close
74060,close
243701,very_close
296513,very_close
285501,very_close
124729,safe
101366,safe
65423,close
82509,close
209606,very_close
143350,safe
68103,close
37497,close
105942,safe
268512,very_close
161813,safe
206476,very_close
275534,very_close
129226,safe
25924,close
230199,very_close
13072,close
21906,close
47323,close
250712,very_close
104833,safe
18592,close
90566,close
37925,close
54854,close
157793,safe
231267,very_close
47436,close
228690,very_close
154788,safe
49561,close
150904,safe
119901,safe
26803,close
165586,safe
98662,close
270010,very_close
271162,very_close
70237,close
184092,safe
34576,close
45361,close
259603,very_close
292907,very_close
291058,very_close
256473,very_close
234792,very_close
150743,safe
139917,safe
59594,close
244494,very_close
268170,very_close
291344,very_close
125489,safe
133559,safe
137957,safe
182723,safe
140287,safe
141765,safe
137024,safe
10901,close
113055,safe
8759,close
144736,safe
296715,very_close
90264,close
255637,very_close
115355,safe
101345,safe
92843,close
241993,very_close
77528,close
223703,very_close
168707,safe
293988,very_close
263419,very_close
269788,very_close
62312,close
207526,very_close
3533,close
238312,very_close
152351,safe
135341,safe
83059,close
58459,close
220275,very_close
181717,safe
162101,safe
264473,very_close
27291,close
127739,safe
189575,safe
49428,close
138731,safe
263511,very_close
173423,safe
85404,close
46620,close
39933,close
28547,close
209327,very_close
184755,safe
77060,close
189756,safe
22961,close
52564,close
234554,very_close
69144,close
84069,close
284776,very_close
287766,very_close
11521,close
123351,safe
142205,safe
174035,safe
245786,very_close
33096,close
256273,very_close
200486,very_close
156303,safe
127679,safe
50398,close
296411,very_close
27996,close
120475,safe
27517,close
26168,close
209035,very_close
127230,safe
78252,close
226338,very_close
214575,very_close
93801,close
216553,very_close
269801,very_close
107378,safe
267934,very_close
297396,very_close
69665,close
63234,close
119003,safe
46140,close
45685,close
143499,safe
249234,very_close
262111,very_close
229198,very_close
86733,close
234456,very_close
64066,close
290154,very_close
67477,close
204436,very_close
281320,very_close
258035,very_close
196036,safe
211704,very_close
140452,safe
237756,very_close
153384,safe
234030,very_close
134145,safe
62082,close
272043,very_close
283545,very_close
264865,very_close
133488,safe
255615,very_close
42594,close
199312,safe
224292,very_close
142601,safe
187357,safe
190331,safe
221570,very_close
133986,safe
14007,close
76999,close
274145,very_close
102372,safe
253790,very_close
76941,close
68601,close
293766,very_close
54723,close
256406,very_close
213943,very_close
186958,safe
89337,close
158338,safe
230198,very_close
160248,safe
205326,very_close
44829,close
170779,safe
137134,safe
102751,safe
172999,safe
287343,very_close
80743,close
7259,close
56061,close
281956,very_close
109053,safe
235952,very_close
292084,very_close
7457,close
265653,very_close
181657,safe
228374,very_close
127558,safe
60870,close
149522,safe
147635,safe
79310,close
134909,safe
175790,safe
185668,safe
255430,very_close
168038,safe
2570,close
239168,very_close
79685,close
9385,close
31462,close
8350,close
173986,safe
203427,very_close
34679,close
208951,very_close
242792,very_close
39781,close
237648,very_close
24730,close
87574,close
206877,very_close
151282,safe
191077,safe
18901,close
10062,close
111358,safe
82402,close
51985,close
41211,close
163779,safe
40772,close
273636,very_close
207815,very_close
39897,close
280855,very_close
163444,safe
35026,close
219699,very_close
288066,very_close
266328,very_close
12238,close
295734,very_close
189617,safe
237669,very_close
213182,very_close
290359,very_close
31776,close
122659,safe
266759,very_close
259304,very_close
250154,very_close
275646,very_close
289075,very_close
290526,very_close
109809,safe
154050,safe
17303,close
137191,safe
142485,safe
167085,safe
82084,close
266626,very_close
285133,very_close
139345,safe
102129,safe
251321,very_close
90718,close
160968,safe
162880,safe
269389,very_close
291781,very_close
125587,safe
176023,safe
81206,close
290173,very_close
222709,very_close
176623,safe
187578,safe
119037,safe
57774,close
105659,safe
195678,safe
134445,safe
266039,very_close
116281,safe
176198,safe
3275,close
84306,close
133882,safe
267301,very_close
25371,close
252444,very_close
225859,very_close
212516,very_close
239476,very_close
145780,safe
24500,close
140045,safe
159687,safe
87179,close
96582,close
258941,very_close
90262,close
180302,safe
263571,very_close
52969,close
35337,close
193105,safe
260662,very_close
217268,very_close
53887,close
88135,close
282940,very_close
51006,close
103931,safe
91077,close
123668,safe
101363,safe
64617,close
285304,very_close
23727,close
150315,safe
163670,safe
88109,close
295553,very_close
168529,safe
276078,very_close
61532,close
198724,safe
46892,close
168009,safe
235412,very_close
275524,very_close
182208,safe
254413,very_close
98503,close
244191,very_close
23764,close
67781,close
137330,safe
266767,very_close
72787,close
231575,very_close
74794,close
76791,close
66657,close
